segmento_id,fecha,hora,tipo_dia,es_fin,precipitacion,entrada_estudiantes,salida_estudiantes,entrada_trabajadores,salida_trabajadores,hora_pico,longitud_km,paradas_cercanas,nivel_congestion,velocidad_kmh,carga_vehicular,construccion_vial
6,2025-11-05,06:00,Wednesday,0,1.84,0,0,0,0,1,13.621,6,4,18,818,0
7,2025-11-05,06:00,Wednesday,0,1.84,0,0,0,0,1,13.167,2,4,18,440,0
8,2025-11-05,06:00,Wednesday,0,1.84,0,0,0,0,1,13.335,2,4,18,917,0
9,2025-11-05,06:00,Wednesday,0,1.84,0,0,0,0,1,15.138,4,4,18,343,0
10,2025-11-05,06:00,Wednesday,0,1.84,0,0,0,0,1,41.974,1,4,18,932,0
1,2025-11-05,07:00,Wednesday,0,7.54,1,0,1,0,1,12.755,6,5,10,315,0
2,2025-11-05,07:00,Wednesday,0,7.54,1,0,1,0,1,13.073,4,5,10,237,0
3,2025-11-05,07:00,Wednesday,0,7.54,1,0,1,0,1,12.969,3,5,10,445,0
4,2025-11-05,07:00,Wednesday,0,7.54,1,0,1,0,1,13.055,5,5,10,645,0
5,2025-11-05,07:00,Wednesday,0,7.54,1,0,1,0,1,12.614,3,5,10,567,0
6,2025-11-05,07:00,Wednesday,0,7.54,1,0,1,0,1,13.621,6,5,10,782,0
7,2025-11-05,07:00,Wednesday,0,7.54,1,0,1,0,1,13.167,2,5,10,1222,0
8,2025-11-05,07:00,Wednesday,0,7.54,1,0,1,0,1,13.335,2,5,10,282,0
9,2025-11-05,07:00,Wednesday,0,7.54,1,0,1,0,1,15.138,4,5,10,307,0
10,2025-11-05,07:00,Wednesday,0,7.54,1,0,1,0,1,41.974,1,5,10,165,0
1,2025-11-05,08:00,Wednesday,0,2.7,0,0,0,0,1,12.755,6,4,18,598,0
2,2025-11-05,08:00,Wednesday,0,2.7,0,0,0,0,1,13.073,4,4,18,418,0
3,2025-11-05,08:00,Wednesday,0,2.7,0,0,0,0,1,12.969,3,4,18,591,0
4,2025-11-05,08:00,Wednesday,0,2.7,0,0,0,0,1,13.055,5,4,18,360,0
5,2025-11-05,08:00,Wednesday,0,2.7,0,0,0,0,1,12.614,3,4,18,891,0
6,2025-11-05,08:00,Wednesday,0,2.7,0,0,0,0,1,13.621,6,4,18,781,0
7,2025-11-05,08:00,Wednesday,0,2.7,0,0,0,0,1,13.167,2,4,18,589,0
8,2025-11-05,08:00,Wednesday,0,2.7,0,0,0,0,1,13.335,2,4,18,787,0
9,2025-11-05,08:00,Wednesday,0,2.7,0,0,0,0,1,15.138,4,4,18,778,0
10,2025-11-05,08:00,Wednesday,0,2.7,0,0,0,0,1,41.974,1,4,18,860,0
1,2025-11-05,09:00,Wednesday,0,4.51,0,0,0,0,0,12.755,6,2,34,390,0
2,2025-11-05,09:00,Wednesday,0,4.51,0,0,0,0,0,13.073,4,2,34,305,0
3,2025-11-05,09:00,Wednesday,0,4.51,0,0,0,0,0,12.969,3,2,34,384,0
4,2025-11-05,09:00,Wednesday,0,4.51,0,0,0,0,0,13.055,5,2,34,232,0
5,2025-11-05,09:00,Wednesday,0,4.51,0,0,0,0,0,12.614,3,2,34,454,1
6,2025-11-05,09:00,Wednesday,0,4.51,0,0,0,0,0,13.621,6,2,34,710,0
7,2025-11-05,09:00,Wednesday,0,4.51,0,0,0,0,0,13.167,2,2,34,272,0
8,2025-11-05,09:00,Wednesday,0,4.51,0,0,0,0,0,13.335,2,2,34,356,0
9,2025-11-05,09:00,Wednesday,0,4.51,0,0,0,0,0,15.138,4,2,34,656,0
10,2025-11-05,09:00,Wednesday,0,4.51,0,0,0,0,0,41.974,1,2,34,512,0
1,2025-11-05,10:00,Wednesday,0,0.0,0,0,0,0,0,12.755,6,1,42,566,0
2,2025-11-05,10:00,Wednesday,0,0.0,0,0,0,0,0,13.073,4,1,42,490,0
3,2025-11-05,10:00,Wednesday,0,0.0,0,0,0,0,0,12.969,3,1,42,348,1
4,2025-11-05,10:00,Wednesday,0,0.0,0,0,0,0,0,13.055,5,1,42,87,0
5,2025-11-05,10:00,Wednesday,0,0.0,0,0,0,0,0,12.614,3,1,42,630,0
6,2025-11-05,10:00,Wednesday,0,0.0,0,0,0,0,0,13.621,6,1,42,357,0
7,2025-11-05,10:00,Wednesday,0,0.0,0,0,0,0,0,13.167,2,1,42,440,0
8,2025-11-05,10:00,Wednesday,0,0.0,0,0,0,0,0,13.335,2,1,42,525,0
9,2025-11-05,10:00,Wednesday,0,0.0,0,0,0,0,0,15.138,4,1,42,107,0
10,2025-11-05,10:00,Wednesday,0,0.0,0,0,0,0,0,41.974,1,1,42,574,0
1,2025-11-05,11:00,Wednesday,0,0.0,0,0,0,0,0,12.755,6,1,42,84,0
2,2025-11-05,11:00,Wednesday,0,0.0,0,0,0,0,0,13.073,4,1,42,620,0
3,2025-11-05,11:00,Wednesday,0,0.0,0,0,0,0,0,12.969,3,1,42,98,0
4,2025-11-05,11:00,Wednesday,0,0.0,0,0,0,0,0,13.055,5,1,42,157,0
5,2025-11-05,11:00,Wednesday,0,0.0,0,0,0,0,0,12.614,3,1,42,339,0
6,2025-11-05,11:00,Wednesday,0,0.0,0,0,0,0,0,13.621,6,1,42,98,0
7,2025-11-05,11:00,Wednesday,0,0.0,0,0,0,0,0,13.167,2,1,42,598,0
8,2025-11-05,11:00,Wednesday,0,0.0,0,0,0,0,0,13.335,2,1,42,296,0
9,2025-11-05,11:00,Wednesday,0,0.0,0,0,0,0,0,15.138,4,1,42,74,0
10,2025-11-05,11:00,Wednesday,0,0.0,0,0,0,0,0,41.974,1,1,42,202,0
1,2025-11-05,12:00,Wednesday,0,0.0,0,0,0,0,0,12.755,6,1,42,202,0
2,2025-11-05,12:00,Wednesday,0,0.0,0,0,0,0,0,13.073,4,1,42,183,0
3,2025-11-05,12:00,Wednesday,0,0.0,0,0,0,0,0,12.969,3,1,42,172,0
4,2025-11-05,12:00,Wednesday,0,0.0,0,0,0,0,0,13.055,5,1,42,465,0
5,2025-11-05,12:00,Wednesday,0,0.0,0,0,0,0,0,12.614,3,1,42,118,0
6,2025-11-05,12:00,Wednesday,0,0.0,0,0,0,0,0,13.621,6,1,42,182,0
7,2025-11-05,12:00,Wednesday,0,0.0,0,0,0,0,0,13.167,2,1,42,399,0
8,2025-11-05,12:00,Wednesday,0,0.0,0,0,0,0,0,13.335,2,1,42,91,0
9,2025-11-05,12:00,Wednesday,0,0.0,0,0,0,0,0,15.138,4,1,42,440,0
10,2025-11-05,12:00,Wednesday,0,0.0,0,0,0,0,0,41.974,1,1,42,647,0
1,2025-11-05,13:00,Wednesday,0,6.23,0,0,0,0,0,12.755,6,2,34,619,0
2,2025-11-05,13:00,Wednesday,0,6.23,0,0,0,0,0,13.073,4,2,34,470,0
3,2025-11-05,13:00,Wednesday,0,6.23,0,0,0,0,0,12.969,3,2,34,193,0
4,2025-11-05,13:00,Wednesday,0,6.23,0,0,0,0,0,13.055,5,2,34,521,0
5,2025-11-05,13:00,Wednesday,0,6.23,0,0,0,0,0,12.614,3,2,34,147,0
6,2025-11-05,13:00,Wednesday,0,6.23,0,0,0,0,0,13.621,6,2,34,334,0
7,2025-11-05,13:00,Wednesday,0,6.23,0,0,0,0,0,13.167,2,2,34,798,0
8,2025-11-05,13:00,Wednesday,0,6.23,0,0,0,0,0,13.335,2,2,34,611,0
9,2025-11-05,13:00,Wednesday,0,6.23,0,0,0,0,0,15.138,4,2,34,544,0
10,2025-11-05,13:00,Wednesday,0,6.23,0,0,0,0,0,41.974,1,2,34,529,0
1,2025-11-05,14:00,Wednesday,0,0.0,0,0,0,0,0,12.755,6,1,42,118,0
2,2025-11-05,14:00,Wednesday,0,0.0,0,0,0,0,0,13.073,4,1,42,93,0
3,2025-11-05,14:00,Wednesday,0,0.0,0,0,0,0,0,12.969,3,1,42,366,0
4,2025-11-05,14:00,Wednesday,0,0.0,0,0,0,0,0,13.055,5,1,42,588,0
5,2025-11-05,14:00,Wednesday,0,0.0,0,0,0,0,0,12.614,3,1,42,481,0
6,2025-11-05,14:00,Wednesday,0,0.0,0,0,0,0,0,13.621,6,1,42,274,0
7,2025-11-05,14:00,Wednesday,0,0.0,0,0,0,0,0,13.167,2,1,42,599,0
8,2025-11-05,14:00,Wednesday,0,0.0,0,0,0,0,0,13.335,2,1,42,569,0
9,2025-11-05,14:00,Wednesday,0,0.0,0,0,0,0,0,15.138,4,1,42,98,0
10,2025-11-05,14:00,Wednesday,0,0.0,0,0,0,0,0,41.974,1,1,42,131,0
1,2025-11-05,15:00,Wednesday,0,0.0,0,0,0,0,0,12.755,6,1,42,97,0
2,2025-11-05,15:00,Wednesday,0,0.0,0,0,0,0,0,13.073,4,1,42,163,0
3,2025-11-05,15:00,Wednesday,0,0.0,0,0,0,0,0,12.969,3,1,42,172,0
4,2025-11-05,15:00,Wednesday,0,0.0,0,0,0,0,0,13.055,5,1,42,74,0
5,2025-11-05,15:00,Wednesday,0,0.0,0,0,0,0,0,12.614,3,1,42,406,0
6,2025-11-05,15:00,Wednesday,0,0.0,0,0,0,0,0,13.621,6,1,42,518,0
7,2025-11-05,15:00,Wednesday,0,0.0,0,0,0,0,0,13.167,2,1,42,91,0
8,2025-11-05,15:00,Wednesday,0,0.0,0,0,0,0,0,13.335,2,1,42,174,0
9,2025-11-05,15:00,Wednesday,0,0.0,0,0,0,0,0,15.138,4,1,42,102,0
10,2025-11-05,15:00,Wednesday,0,0.0,0,0,0,0,0,41.974,1,1,42,569,0
1,2025-11-05,16:00,Wednesday,0,0.0,0,0,0,0,1,12.755,6,3,26,691,0
2,2025-11-05,16:00,Wednesday,0,0.0,0,0,0,0,1,13.073,4,3,26,592,0
3,2025-11-05,16:00,Wednesday,0,0.0,0,0,0,0,1,12.969,3,3,26,357,0
4,2025-11-05,16:00,Wednesday,0,0.0,0,0,0,0,1,13.055,5,3,26,602,0
5,2025-11-05,16:00,Wednesday,0,0.0,0,0,0,0,1,12.614,3,3,26,841,1
6,2025-11-05,16:00,Wednesday,0,0.0,0,0,0,0,1,13.621,6,3,26,442,0
7,2025-11-05,16:00,Wednesday,0,0.0,0,0,0,0,1,13.167,2,3,26,505,0
8,2025-11-05,16:00,Wednesday,0,0.0,0,0,0,0,1,13.335,2,3,26,178,1
9,2025-11-05,16:00,Wednesday,0,0.0,0,0,0,0,1,15.138,4,3,26,583,0
10,2025-11-05,16:00,Wednesday,0,0.0,0,0,0,0,1,41.974,1,3,26,940,0
1,2025-11-05,17:00,Wednesday,0,0.0,0,1,0,1,1,12.755,6,5,10,542,0
2,2025-11-05,17:00,Wednesday,0,0.0,0,1,0,1,1,13.073,4,5,10,410,0
3,2025-11-05,17:00,Wednesday,0,0.0,0,1,0,1,1,12.969,3,5,10,595,0
4,2025-11-05,17:00,Wednesday,0,0.0,0,1,0,1,1,13.055,5,5,10,712,0
5,2025-11-05,17:00,Wednesday,0,0.0,0,1,0,1,1,12.614,3,5,10,835,0
6,2025-11-05,17:00,Wednesday,0,0.0,0,1,0,1,1,13.621,6,5,10,942,0
7,2025-11-05,17:00,Wednesday,0,0.0,0,1,0,1,1,13.167,2,5,10,392,0
8,2025-11-05,17:00,Wednesday,0,0.0,0,1,0,1,1,13.335,2,5,10,895,0
9,2025-11-05,17:00,Wednesday,0,0.0,0,1,0,1,1,15.138,4,5,10,500,0
10,2025-11-05,17:00,Wednesday,0,0.0,0,1,0,1,1,41.974,1,5,10,860,0
1,2025-11-05,18:00,Wednesday,0,0.0,0,0,0,0,1,12.755,6,3,26,366,0
2,2025-11-05,18:00,Wednesday,0,0.0,0,0,0,0,1,13.073,4,3,26,248,0
3,2025-11-05,18:00,Wednesday,0,0.0,0,0,0,0,1,12.969,3,3,26,606,0
4,2025-11-05,18:00,Wednesday,0,0.0,0,0,0,0,1,13.055,5,3,26,809,0
5,2025-11-05,18:00,Wednesday,0,0.0,0,0,0,0,1,12.614,3,3,26,446,0
6,2025-11-05,18:00,Wednesday,0,0.0,0,0,0,0,1,13.621,6,3,26,611,0
7,2025-11-05,18:00,Wednesday,0,0.0,0,0,0,0,1,13.167,2,3,26,148,0
8,2025-11-05,18:00,Wednesday,0,0.0,0,0,0,0,1,13.335,2,3,26,898,0
9,2025-11-05,18:00,Wednesday,0,0.0,0,0,0,0,1,15.138,4,3,26,209,0
10,2025-11-05,18:00,Wednesday,0,0.0,0,0,0,0,1,41.974,1,3,26,805,0
1,2025-11-05,19:00,Wednesday,0,0.0,0,0,0,0,0,12.755,6,1,42,547,0
2,2025-11-05,19:00,Wednesday,0,0.0,0,0,0,0,0,13.073,4,1,42,583,1
3,2025-11-05,19:00,Wednesday,0,0.0,0,0,0,0,0,12.969,3,1,42,159,0
4,2025-11-05,19:00,Wednesday,0,0.0,0,0,0,0,0,13.055,5,1,42,262,0
5,2025-11-05,19:00,Wednesday,0,0.0,0,0,0,0,0,12.614,3,1,42,252,1
6,2025-11-05,19:00,Wednesday,0,0.0,0,0,0,0,0,13.621,6,1,42,237,0
7,2025-11-05,19:00,Wednesday,0,0.0,0,0,0,0,0,13.167,2,1,42,421,0
8,2025-11-05,19:00,Wednesday,0,0.0,0,0,0,0,0,13.335,2,1,42,288,0
9,2025-11-05,19:00,Wednesday,0,0.0,0,0,0,0,0,15.138,4,1,42,559,0
10,2025-11-05,19:00,Wednesday,0,0.0,0,0,0,0,0,41.974,1,1,42,234,0
1,2025-11-05,20:00,Wednesday,0,3.91,0,0,0,0,0,12.755,6,2,34,288,0
2,2025-11-05,20:00,Wednesday,0,3.91,0,0,0,0,0,13.073,4,2,34,636,0
3,2025-11-05,20:00,Wednesday,0,3.91,0,0,0,0,0,12.969,3,2,34,377,0
4,2025-11-05,20:00,Wednesday,0,3.91,0,0,0,0,0,13.055,5,2,34,646,1
5,2025-11-05,20:00,Wednesday,0,3.91,0,0,0,0,0,12.614,3,2,34,697,0
6,2025-11-05,20:00,Wednesday,0,3.91,0,0,0,0,0,13.621,6,2,34,483,0
7,2025-11-05,20:00,Wednesday,0,3.91,0,0,0,0,0,13.167,2,2,34,118,0
8,2025-11-05,20:00,Wednesday,0,3.91,0,0,0,0,0,13.335,2,2,34,465,0
9,2025-11-05,20:00,Wednesday,0,3.91,0,0,0,0,0,15.138,4,2,34,411,0
10,2025-11-05,20:00,Wednesday,0,3.91,0,0,0,0,0,41.974,1,2,34,454,0
1,2025-11-05,21:00,Wednesday,0,0.0,0,0,0,0,0,12.755,6,1,42,241,0
2,2025-11-05,21:00,Wednesday,0,0.0,0,0,0,0,0,13.073,4,1,42,542,0
3,2025-11-05,21:00,Wednesday,0,0.0,0,0,0,0,0,12.969,3,1,42,512,0
4,2025-11-05,21:00,Wednesday,0,0.0,0,0,0,0,0,13.055,5,1,42,640,0
5,2025-11-05,21:00,Wednesday,0,0.0,0,0,0,0,0,12.614,3,1,42,579,0
6,2025-11-05,21:00,Wednesday,0,0.0,0,0,0,0,0,13.621,6,1,42,239,0
7,2025-11-05,21:00,Wednesday,0,0.0,0,0,0,0,0,13.167,2,1,42,353,0
8,2025-11-05,21:00,Wednesday,0,0.0,0,0,0,0,0,13.335,2,1,42,383,1
9,2025-11-05,21:00,Wednesday,0,0.0,0,0,0,0,0,15.138,4,1,42,621,0
10,2025-11-05,21:00,Wednesday,0,0.0,0,0,0,0,0,41.974,1,1,42,605,0
1,2025-11-05,22:00,Wednesday,0,0.0,0,0,0,0,0,12.755,6,1,42,569,0
2,2025-11-05,22:00,Wednesday,0,0.0,0,0,0,0,0,13.073,4,1,42,326,0
3,2025-11-05,22:00,Wednesday,0,0.0,0,0,0,0,0,12.969,3,1,42,405,0
4,2025-11-05,22:00,Wednesday,0,0.0,0,0,0,0,0,13.055,5,1,42,245,0
5,2025-11-05,22:00,Wednesday,0,0.0,0,0,0,0,0,12.614,3,1,42,356,0
6,2025-11-05,22:00,Wednesday,0,0.0,0,0,0,0,0,13.621,6,1,42,553,0
7,2025-11-05,22:00,Wednesday,0,0.0,0,0,0,0,0,13.167,2,1,42,414,0
8,2025-11-05,22:00,Wednesday,0,0.0,0,0,0,0,0,13.335,2,1,42,144,1
9,2025-11-05,22:00,Wednesday,0,0.0,0,0,0,0,0,15.138,4,1,42,278,0
10,2025-11-05,22:00,Wednesday,0,0.0,0,0,0,0,0,41.974,1,1,42,317,0
1,2025-11-05,23:00,Wednesday,0,0.0,0,0,0,0,0,12.755,6,1,42,586,0
2,2025-11-05,23:00,Wednesday,0,0.0,0,0,0,0,0,13.073,4,1,42,245,0
3,2025-11-05,23:00,Wednesday,0,0.0,0,0,0,0,0,12.969,3,1,42,408,0
4,2025-11-05,23:00,Wednesday,0,0.0,0,0,0,0,0,13.055,5,1,42,468,0
5,2025-11-05,23:00,Wednesday,0,0.0,0,0,0,0,0,12.614,3,1,42,349,0
6,2025-11-05,23:00,Wednesday,0,0.0,0,0,0,0,0,13.621,6,1,42,166,0
7,2025-11-05,23:00,Wednesday,0,0.0,0,0,0,0,0,13.167,2,1,42,231,0
8,2025-11-05,23:00,Wednesday,0,0.0,0,0,0,0,0,13.335,2,1,42,644,0
9,2025-11-05,23:00,Wednesday,0,0.0,0,0,0,0,0,15.138,4,1,42,258,0
10,2025-11-05,23:00,Wednesday,0,0.0,0,0,0,0,0,41.974,1,1,42,383,0
1,2025-11-06,00:00,Thursday,0,0.0,0,0,0,0,0,12.755,6,1,42,214,0
2,2025-11-06,00:00,Thursday,0,0.0,0,0,0,0,0,13.073,4,1,42,611,0
3,2025-11-06,00:00,Thursday,0,0.0,0,0,0,0,0,12.969,3,1,42,622,0
4,2025-11-06,00:00,Thursday,0,0.0,0,0,0,0,0,13.055,5,1,42,434,0
5,2025-11-06,00:00,Thursday,0,0.0,0,0,0,0,0,12.614,3,1,42,351,0
6,2025-11-06,00:00,Thursday,0,0.0,0,0,0,0,0,13.621,6,1,42,353,0
7,2025-11-06,00:00,Thursday,0,0.0,0,0,0,0,0,13.167,2,1,42,145,0
8,2025-11-06,00:00,Thursday,0,0.0,0,0,0,0,0,13.335,2,1,42,451,1
9,2025-11-06,00:00,Thursday,0,0.0,0,0,0,0,0,15.138,4,1,42,119,0
10,2025-11-06,00:00,Thursday,0,0.0,0,0,0,0,0,41.974,1,1,42,171,0
1,2025-11-06,01:00,Thursday,0,9.82,0,0,0,0,0,12.755,6,2,34,739,1
2,2025-11-06,01:00,Thursday,0,9.82,0,0,0,0,0,13.073,4,2,34,388,0
3,2025-11-06,01:00,Thursday,0,9.82,0,0,0,0,0,12.969,3,2,34,668,0
4,2025-11-06,01:00,Thursday,0,9.82,0,0,0,0,0,13.055,5,2,34,724,0
5,2025-11-06,01:00,Thursday,0,9.82,0,0,0,0,0,12.614,3,2,34,339,0
6,2025-11-06,01:00,Thursday,0,9.82,0,0,0,0,0,13.621,6,2,34,681,1
7,2025-11-06,01:00,Thursday,0,9.82,0,0,0,0,0,13.167,2,2,34,795,0
8,2025-11-06,01:00,Thursday,0,9.82,0,0,0,0,0,13.335,2,2,34,560,0
9,2025-11-06,01:00,Thursday,0,9.82,0,0,0,0,0,15.138,4,2,34,481,0
10,2025-11-06,01:00,Thursday,0,9.82,0,0,0,0,0,41.974,1,2,34,91,0
1,2025-11-06,02:00,Thursday,0,0.0,0,0,0,0,0,12.755,6,1,42,382,0
2,2025-11-06,02:00,Thursday,0,0.0,0,0,0,0,0,13.073,4,1,42,119,0
3,2025-11-06,02:00,Thursday,0,0.0,0,0,0,0,0,12.969,3,1,42,97,0
4,2025-11-06,02:00,Thursday,0,0.0,0,0,0,0,0,13.055,5,1,42,275,0
5,2025-11-06,02:00,Thursday,0,0.0,0,0,0,0,0,12.614,3,1,42,340,0
6,2025-11-06,02:00,Thursday,0,0.0,0,0,0,0,0,13.621,6,1,42,96,0
7,2025-11-06,02:00,Thursday,0,0.0,0,0,0,0,0,13.167,2,1,42,625,0
8,2025-11-06,02:00,Thursday,0,0.0,0,0,0,0,0,13.335,2,1,42,643,0
9,2025-11-06,02:00,Thursday,0,0.0,0,0,0,0,0,15.138,4,1,42,318,0
10,2025-11-06,02:00,Thursday,0,0.0,0,0,0,0,0,41.974,1,1,42,65,0
1,2025-11-06,03:00,Thursday,0,0.0,0,0,0,0,0,12.755,6,1,42,362,0
2,2025-11-06,03:00,Thursday,0,0.0,0,0,0,0,0,13.073,4,1,42,192,0
3,2025-11-06,03:00,Thursday,0,0.0,0,0,0,0,0,12.969,3,1,42,533,0
4,2025-11-06,03:00,Thursday,0,0.0,0,0,0,0,0,13.055,5,1,42,282,0
5,2025-11-06,03:00,Thursday,0,0.0,0,0,0,0,0,12.614,3,1,42,646,0
6,2025-11-06,03:00,Thursday,0,0.0,0,0,0,0,0,13.621,6,1,42,543,0
7,2025-11-06,03:00,Thursday,0,0.0,0,0,0,0,0,13.167,2,1,42,544,0
8,2025-11-06,03:00,Thursday,0,0.0,0,0,0,0,0,13.335,2,1,42,422,0
9,2025-11-06,03:00,Thursday,0,0.0,0,0,0,0,0,15.138,4,1,42,100,0
10,2025-11-06,03:00,Thursday,0,0.0,0,0,0,0,0,41.974,1,1,42,287,0
1,2025-11-06,04:00,Thursday,0,7.92,0,0,0,0,0,12.755,6,2,34,798,0
2,2025-11-06,04:00,Thursday,0,7.92,0,0,0,0,0,13.073,4,2,34,688,0
3,2025-11-06,04:00,Thursday,0,7.92,0,0,0,0,0,12.969,3,2,34,616,0
4,2025-11-06,04:00,Thursday,0,7.92,0,0,0,0,0,13.055,5,2,34,526,0
5,2025-11-06,04:00,Thursday,0,7.92,0,0,0,0,0,12.614,3,2,34,86,0
6,2025-11-06,04:00,Thursday,0,7.92,0,0,0,0,0,13.621,6,2,34,403,0
7,2025-11-06,04:00,Thursday,0,7.92,0,0,0,0,0,13.167,2,2,34,113,0
8,2025-11-06,04:00,Thursday,0,7.92,0,0,0,0,0,13.335,2,2,34,529,0
9,2025-11-06,04:00,Thursday,0,7.92,0,0,0,0,0,15.138,4,2,34,416,0
10,2025-11-06,04:00,Thursday,0,7.92,0,0,0,0,0,41.974,1,2,34,256,0
1,2025-11-06,05:00,Thursday,0,0.0,0,0,0,0,0,12.755,6,1,42,341,0
2,2025-11-06,05:00,Thursday,0,0.0,0,0,0,0,0,13.073,4,1,42,191,0
3,2025-11-06,05:00,Thursday,0,0.0,0,0,0,0,0,12.969,3,1,42,466,0
4,2025-11-06,05:00,Thursday,0,0.0,0,0,0,0,0,13.055,5,1,42,331,0
5,2025-11-06,05:00,Thursday,0,0.0,0,0,0,0,0,12.614,3,1,42,166,0
6,2025-11-06,05:00,Thursday,0,0.0,0,0,0,0,0,13.621,6,1,42,551,0
7,2025-11-06,05:00,Thursday,0,0.0,0,0,0,0,0,13.167,2,1,42,94,0
8,2025-11-06,05:00,Thursday,0,0.0,0,0,0,0,0,13.335,2,1,42,404,0
9,2025-11-06,05:00,Thursday,0,0.0,0,0,0,0,0,15.138,4,1,42,128,0
10,2025-11-06,05:00,Thursday,0,0.0,0,0,0,0,0,41.974,1,1,42,291,0
1,2025-11-06,06:00,Thursday,0,2.88,0,0,0,0,1,12.755,6,4,18,721,1
2,2025-11-06,06:00,Thursday,0,2.88,0,0,0,0,1,13.073,4,4,18,191,0
3,2025-11-06,06:00,Thursday,0,2.88,0,0,0,0,1,12.969,3,4,18,110,0
4,2025-11-06,06:00,Thursday,0,2.88,0,0,0,0,1,13.055,5,4,18,882,0
5,2025-11-06,06:00,Thursday,0,2.88,0,0,0,0,1,12.614,3,4,18,673,0
6,2025-11-06,06:00,Thursday,0,2.88,0,0,0,0,1,13.621,6,4,18,629,0
7,2025-11-06,06:00,Thursday,0,2.88,0,0,0,0,1,13.167,2,4,18,921,0
8,2025-11-06,06:00,Thursday,0,2.88,0,0,0,0,1,13.335,2,4,18,814,0
9,2025-11-06,06:00,Thursday,0,2.88,0,0,0,0,1,15.138,4,4,18,649,0
10,2025-11-06,06:00,Thursday,0,2.88,0,0,0,0,1,41.974,1,4,18,880,0
1,2025-11-06,07:00,Thursday,0,0.0,1,0,1,0,1,12.755,6,5,10,637,0
2,2025-11-06,07:00,Thursday,0,0.0,1,0,1,0,1,13.073,4,5,10,267,1
3,2025-11-06,07:00,Thursday,0,0.0,1,0,1,0,1,12.969,3,5,10,795,0
4,2025-11-06,07:00,Thursday,0,0.0,1,0,1,0,1,13.055,5,5,10,575,0
5,2025-11-06,07:00,Thursday,0,0.0,1,0,1,0,1,12.614,3,5,10,917,0
6,2025-11-06,07:00,Thursday,0,0.0,1,0,1,0,1,13.621,6,5,10,762,0
7,2025-11-06,07:00,Thursday,0,0.0,1,0,1,0,1,13.167,2,5,10,502,0
8,2025-11-06,07:00,Thursday,0,0.0,1,0,1,0,1,13.335,2,5,10,1210,0
9,2025-11-06,07:00,Thursday,0,0.0,1,0,1,0,1,15.138,4,5,10,1167,0
10,2025-11-06,07:00,Thursday,0,0.0,1,0,1,0,1,41.974,1,5,10,270,0
1,2025-11-06,08:00,Thursday,0,0.0,0,0,0,0,1,12.755,6,3,26,482,0
2,2025-11-06,08:00,Thursday,0,0.0,0,0,0,0,1,13.073,4,3,26,779,0
3,2025-11-06,08:00,Thursday,0,0.0,0,0,0,0,1,12.969,3,3,26,672,0
4,2025-11-06,08:00,Thursday,0,0.0,0,0,0,0,1,13.055,5,3,26,497,0
5,2025-11-06,08:00,Thursday,0,0.0,0,0,0,0,1,12.614,3,3,26,492,0
6,2025-11-06,08:00,Thursday,0,0.0,0,0,0,0,1,13.621,6,3,26,372,1
7,2025-11-06,08:00,Thursday,0,0.0,0,0,0,0,1,13.167,2,3,26,163,0
8,2025-11-06,08:00,Thursday,0,0.0,0,0,0,0,1,13.335,2,3,26,319,0
9,2025-11-06,08:00,Thursday,0,0.0,0,0,0,0,1,15.138,4,3,26,606,0
10,2025-11-06,08:00,Thursday,0,0.0,0,0,0,0,1,41.974,1,3,26,169,0
1,2025-11-06,09:00,Thursday,0,0.0,0,0,0,0,0,12.755,6,1,42,635,1
2,2025-11-06,09:00,Thursday,0,0.0,0,0,0,0,0,13.073,4,1,42,279,0
3,2025-11-06,09:00,Thursday,0,0.0,0,0,0,0,0,12.969,3,1,42,230,0
4,2025-11-06,09:00,Thursday,0,0.0,0,0,0,0,0,13.055,5,1,42,278,0
5,2025-11-06,09:00,Thursday,0,0.0,0,0,0,0,0,12.614,3,1,42,231,0
6,2025-11-06,09:00,Thursday,0,0.0,0,0,0,0,0,13.621,6,1,42,492,0
7,2025-11-06,09:00,Thursday,0,0.0,0,0,0,0,0,13.167,2,1,42,494,0
8,2025-11-06,09:00,Thursday,0,0.0,0,0,0,0,0,13.335,2,1,42,131,0
9,2025-11-06,09:00,Thursday,0,0.0,0,0,0,0,0,15.138,4,1,42,254,0
10,2025-11-06,09:00,Thursday,0,0.0,0,0,0,0,0,41.974,1,1,42,237,0
1,2025-11-06,10:00,Thursday,0,0.0,0,0,0,0,0,12.755,6,1,42,523,0
2,2025-11-06,10:00,Thursday,0,0.0,0,0,0,0,0,13.073,4,1,42,540,0
3,2025-11-06,10:00,Thursday,0,0.0,0,0,0,0,0,12.969,3,1,42,569,0
4,2025-11-06,10:00,Thursday,0,0.0,0,0,0,0,0,13.055,5,1,42,361,1
5,2025-11-06,10:00,Thursday,0,0.0,0,0,0,0,0,12.614,3,1,42,552,0
6,2025-11-06,10:00,Thursday,0,0.0,0,0,0,0,0,13.621,6,1,42,475,1
7,2025-11-06,10:00,Thursday,0,0.0,0,0,0,0,0,13.167,2,1,42,365,1
8,2025-11-06,10:00,Thursday,0,0.0,0,0,0,0,0,13.335,2,1,42,315,0
9,2025-11-06,10:00,Thursday,0,0.0,0,0,0,0,0,15.138,4,1,42,345,0
10,2025-11-06,10:00,Thursday,0,0.0,0,0,0,0,0,41.974,1,1,42,361,0
