segmento_id,dia,hora,nivel_congestion,velocidad_kmh,carga_vehicular,construccion_vial,tipo_dia,hora_entrada_est,hora_salida_est,hora_entrada_trab,hora_salida_trab,tipo_vehiculo,ruta_id,orden,paradas_cercanas
9,2025-01-03,19:00,1,59,344,0,Viernes,07:00,12:00,08:00,17:00,bus,R3,3,1.0
10,2025-01-03,19:00,1,58,257,0,Viernes,07:00,12:00,08:00,17:00,carro,R4,1,0.0
1,2025-01-03,20:00,2,52,482,0,Viernes,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-03,20:00,2,52,482,0,Viernes,07:00,12:00,08:00,17:00,moto,R4,3,1.0
2,2025-01-03,20:00,1,59,245,0,Viernes,07:00,12:00,08:00,17:00,moto,R1,2,0.0
3,2025-01-03,20:00,1,56,264,0,Viernes,07:00,12:00,08:00,17:00,carro,R1,3,1.0
3,2025-01-03,20:00,1,56,264,0,Viernes,07:00,12:00,08:00,17:00,carro,R4,2,1.0
4,2025-01-03,20:00,1,57,371,0,Viernes,07:00,12:00,08:00,17:00,bus,R2,1,0.0
5,2025-01-03,20:00,1,59,274,0,Viernes,07:00,12:00,08:00,17:00,moto,R2,2,0.0
6,2025-01-03,20:00,1,62,330,0,Viernes,07:00,12:00,08:00,17:00,carro,R2,3,0.0
7,2025-01-03,20:00,1,61,244,0,Viernes,07:00,12:00,08:00,17:00,moto,R3,1,0.0
8,2025-01-03,20:00,1,62,256,0,Viernes,07:00,12:00,08:00,17:00,bus,R3,2,0.0
9,2025-01-03,20:00,1,55,262,0,Viernes,07:00,12:00,08:00,17:00,carro,R3,3,1.0
10,2025-01-03,20:00,1,56,329,0,Viernes,07:00,12:00,08:00,17:00,moto,R4,1,0.0
1,2025-01-03,21:00,1,55,164,0,Viernes,07:00,12:00,08:00,17:00,bus,R1,1,1.0
1,2025-01-03,21:00,1,55,164,0,Viernes,07:00,12:00,08:00,17:00,bus,R4,3,1.0
2,2025-01-03,21:00,1,63,321,0,Viernes,07:00,12:00,08:00,17:00,carro,R1,2,0.0
3,2025-01-03,21:00,2,53,556,1,Viernes,07:00,12:00,08:00,17:00,bus,R1,3,1.0
3,2025-01-03,21:00,2,53,556,1,Viernes,07:00,12:00,08:00,17:00,bus,R4,2,1.0
4,2025-01-03,21:00,1,55,201,0,Viernes,07:00,12:00,08:00,17:00,moto,R2,1,0.0
5,2025-01-03,21:00,1,58,235,0,Viernes,07:00,12:00,08:00,17:00,moto,R2,2,0.0
6,2025-01-03,21:00,1,64,302,0,Viernes,07:00,12:00,08:00,17:00,bus,R2,3,0.0
7,2025-01-03,21:00,1,56,254,0,Viernes,07:00,12:00,08:00,17:00,bus,R3,1,0.0
8,2025-01-03,21:00,2,48,570,0,Viernes,07:00,12:00,08:00,17:00,carro,R3,2,0.0
9,2025-01-03,21:00,1,57,271,0,Viernes,07:00,12:00,08:00,17:00,moto,R3,3,1.0
10,2025-01-03,21:00,1,63,234,0,Viernes,07:00,12:00,08:00,17:00,bus,R4,1,0.0
1,2025-01-03,22:00,1,56,347,0,Viernes,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-03,22:00,1,56,347,0,Viernes,07:00,12:00,08:00,17:00,moto,R4,3,1.0
2,2025-01-03,22:00,1,58,333,0,Viernes,07:00,12:00,08:00,17:00,carro,R1,2,0.0
3,2025-01-03,22:00,2,46,568,0,Viernes,07:00,12:00,08:00,17:00,moto,R1,3,1.0
3,2025-01-03,22:00,2,46,568,0,Viernes,07:00,12:00,08:00,17:00,moto,R4,2,1.0
4,2025-01-03,22:00,1,55,307,0,Viernes,07:00,12:00,08:00,17:00,carro,R2,1,0.0
5,2025-01-03,22:00,1,58,256,0,Viernes,07:00,12:00,08:00,17:00,bus,R2,2,0.0
6,2025-01-03,22:00,1,56,327,0,Viernes,07:00,12:00,08:00,17:00,moto,R2,3,0.0
7,2025-01-03,22:00,1,59,272,0,Viernes,07:00,12:00,08:00,17:00,moto,R3,1,0.0
8,2025-01-03,22:00,1,63,241,0,Viernes,07:00,12:00,08:00,17:00,moto,R3,2,0.0
9,2025-01-03,22:00,1,61,230,0,Viernes,07:00,12:00,08:00,17:00,moto,R3,3,1.0
10,2025-01-03,22:00,1,60,273,0,Viernes,07:00,12:00,08:00,17:00,bus,R4,1,0.0
1,2025-01-03,23:00,1,56,290,0,Viernes,07:00,12:00,08:00,17:00,bus,R1,1,1.0
1,2025-01-03,23:00,1,56,290,0,Viernes,07:00,12:00,08:00,17:00,bus,R4,3,1.0
2,2025-01-03,23:00,1,60,306,0,Viernes,07:00,12:00,08:00,17:00,carro,R1,2,0.0
3,2025-01-03,23:00,1,64,278,0,Viernes,07:00,12:00,08:00,17:00,bus,R1,3,1.0
3,2025-01-03,23:00,1,64,278,0,Viernes,07:00,12:00,08:00,17:00,bus,R4,2,1.0
4,2025-01-03,23:00,1,62,209,0,Viernes,07:00,12:00,08:00,17:00,carro,R2,1,0.0
5,2025-01-03,23:00,1,62,287,0,Viernes,07:00,12:00,08:00,17:00,moto,R2,2,0.0
6,2025-01-03,23:00,1,62,215,0,Viernes,07:00,12:00,08:00,17:00,moto,R2,3,0.0
7,2025-01-03,23:00,1,57,241,0,Viernes,07:00,12:00,08:00,17:00,moto,R3,1,0.0
8,2025-01-03,23:00,1,60,263,0,Viernes,07:00,12:00,08:00,17:00,carro,R3,2,0.0
9,2025-01-03,23:00,2,48,605,0,Viernes,07:00,12:00,08:00,17:00,bus,R3,3,1.0
10,2025-01-03,23:00,1,63,280,0,Viernes,07:00,12:00,08:00,17:00,moto,R4,1,0.0
1,2025-01-04,00:00,1,56,268,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-04,00:00,1,56,268,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,3,1.0
2,2025-01-04,00:00,1,64,204,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,2,0.0
3,2025-01-04,00:00,1,63,253,0,Sábado,07:00,12:00,08:00,17:00,bus,R1,3,1.0
3,2025-01-04,00:00,1,63,253,0,Sábado,07:00,12:00,08:00,17:00,bus,R4,2,1.0
4,2025-01-04,00:00,1,56,300,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,1,0.0
5,2025-01-04,00:00,1,55,215,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,2,0.0
6,2025-01-04,00:00,1,61,288,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,3,0.0
7,2025-01-04,00:00,1,55,277,0,Sábado,07:00,12:00,08:00,17:00,carro,R3,1,0.0
8,2025-01-04,00:00,1,57,239,0,Sábado,07:00,12:00,08:00,17:00,moto,R3,2,0.0
9,2025-01-04,00:00,1,56,311,0,Sábado,07:00,12:00,08:00,17:00,moto,R3,3,1.0
10,2025-01-04,00:00,1,60,329,1,Sábado,07:00,12:00,08:00,17:00,bus,R4,1,0.0
1,2025-01-04,01:00,1,59,195,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-04,01:00,1,59,195,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,3,1.0
2,2025-01-04,01:00,1,56,318,0,Sábado,07:00,12:00,08:00,17:00,carro,R1,2,0.0
3,2025-01-04,01:00,1,60,334,0,Sábado,07:00,12:00,08:00,17:00,carro,R1,3,1.0
3,2025-01-04,01:00,1,60,334,0,Sábado,07:00,12:00,08:00,17:00,carro,R4,2,1.0
4,2025-01-04,01:00,1,61,332,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,1,0.0
5,2025-01-04,01:00,1,57,403,0,Sábado,07:00,12:00,08:00,17:00,bus,R2,2,0.0
6,2025-01-04,01:00,1,56,329,0,Sábado,07:00,12:00,08:00,17:00,bus,R2,3,0.0
7,2025-01-04,01:00,1,55,275,0,Sábado,07:00,12:00,08:00,17:00,bus,R3,1,0.0
8,2025-01-04,01:00,1,60,242,0,Sábado,07:00,12:00,08:00,17:00,moto,R3,2,0.0
9,2025-01-04,01:00,1,59,365,0,Sábado,07:00,12:00,08:00,17:00,bus,R3,3,1.0
10,2025-01-04,01:00,1,59,326,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,1,0.0
1,2025-01-04,02:00,1,63,316,0,Sábado,07:00,12:00,08:00,17:00,carro,R1,1,1.0
1,2025-01-04,02:00,1,63,316,0,Sábado,07:00,12:00,08:00,17:00,carro,R4,3,1.0
2,2025-01-04,02:00,1,61,251,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,2,0.0
3,2025-01-04,02:00,1,63,272,0,Sábado,07:00,12:00,08:00,17:00,bus,R1,3,1.0
3,2025-01-04,02:00,1,63,272,0,Sábado,07:00,12:00,08:00,17:00,bus,R4,2,1.0
4,2025-01-04,02:00,1,64,278,0,Sábado,07:00,12:00,08:00,17:00,bus,R2,1,0.0
5,2025-01-04,02:00,1,59,230,0,Sábado,07:00,12:00,08:00,17:00,bus,R2,2,0.0
6,2025-01-04,02:00,1,55,212,0,Sábado,07:00,12:00,08:00,17:00,carro,R2,3,0.0
7,2025-01-04,02:00,1,62,289,0,Sábado,07:00,12:00,08:00,17:00,carro,R3,1,0.0
8,2025-01-04,02:00,1,63,238,0,Sábado,07:00,12:00,08:00,17:00,carro,R3,2,0.0
9,2025-01-04,02:00,1,62,293,0,Sábado,07:00,12:00,08:00,17:00,carro,R3,3,1.0
10,2025-01-04,02:00,1,61,248,0,Sábado,07:00,12:00,08:00,17:00,carro,R4,1,0.0
1,2025-01-04,03:00,1,56,286,0,Sábado,07:00,12:00,08:00,17:00,carro,R1,1,1.0
1,2025-01-04,03:00,1,56,286,0,Sábado,07:00,12:00,08:00,17:00,carro,R4,3,1.0
2,2025-01-04,03:00,1,56,255,1,Sábado,07:00,12:00,08:00,17:00,bus,R1,2,0.0
3,2025-01-04,03:00,1,62,379,0,Sábado,07:00,12:00,08:00,17:00,carro,R1,3,1.0
3,2025-01-04,03:00,1,62,379,0,Sábado,07:00,12:00,08:00,17:00,carro,R4,2,1.0
4,2025-01-04,03:00,1,55,319,0,Sábado,07:00,12:00,08:00,17:00,carro,R2,1,0.0
5,2025-01-04,03:00,1,60,287,0,Sábado,07:00,12:00,08:00,17:00,bus,R2,2,0.0
6,2025-01-04,03:00,1,63,276,0,Sábado,07:00,12:00,08:00,17:00,bus,R2,3,0.0
7,2025-01-04,03:00,1,60,317,0,Sábado,07:00,12:00,08:00,17:00,bus,R3,1,0.0
8,2025-01-04,03:00,1,58,316,0,Sábado,07:00,12:00,08:00,17:00,moto,R3,2,0.0
9,2025-01-04,03:00,1,55,319,0,Sábado,07:00,12:00,08:00,17:00,carro,R3,3,1.0
10,2025-01-04,03:00,1,60,322,0,Sábado,07:00,12:00,08:00,17:00,carro,R4,1,0.0
1,2025-01-04,04:00,1,56,281,1,Sábado,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-04,04:00,1,56,281,1,Sábado,07:00,12:00,08:00,17:00,moto,R4,3,1.0
2,2025-01-04,04:00,1,55,238,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,2,0.0
3,2025-01-04,04:00,1,59,226,0,Sábado,07:00,12:00,08:00,17:00,carro,R1,3,1.0
3,2025-01-04,04:00,1,59,226,0,Sábado,07:00,12:00,08:00,17:00,carro,R4,2,1.0
4,2025-01-04,04:00,1,56,306,0,Sábado,07:00,12:00,08:00,17:00,carro,R2,1,0.0
5,2025-01-04,04:00,1,57,244,0,Sábado,07:00,12:00,08:00,17:00,carro,R2,2,0.0
6,2025-01-04,04:00,1,55,317,0,Sábado,07:00,12:00,08:00,17:00,bus,R2,3,0.0
7,2025-01-04,04:00,1,56,329,0,Sábado,07:00,12:00,08:00,17:00,carro,R3,1,0.0
8,2025-01-04,04:00,1,64,283,0,Sábado,07:00,12:00,08:00,17:00,bus,R3,2,0.0
9,2025-01-04,04:00,1,59,368,0,Sábado,07:00,12:00,08:00,17:00,moto,R3,3,1.0
10,2025-01-04,04:00,2,45,572,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,1,0.0
1,2025-01-04,05:00,1,57,328,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-04,05:00,1,57,328,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,3,1.0
2,2025-01-04,05:00,2,48,519,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,2,0.0
3,2025-01-04,05:00,1,62,264,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,3,1.0
3,2025-01-04,05:00,1,62,264,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,2,1.0
4,2025-01-04,05:00,1,63,293,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,1,0.0
5,2025-01-04,05:00,1,55,333,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,2,0.0
6,2025-01-04,05:00,1,55,170,0,Sábado,07:00,12:00,08:00,17:00,carro,R2,3,0.0
7,2025-01-04,05:00,1,56,285,0,Sábado,07:00,12:00,08:00,17:00,bus,R3,1,0.0
8,2025-01-04,05:00,1,61,295,0,Sábado,07:00,12:00,08:00,17:00,bus,R3,2,0.0
9,2025-01-04,05:00,1,56,303,0,Sábado,07:00,12:00,08:00,17:00,bus,R3,3,1.0
10,2025-01-04,05:00,1,62,252,0,Sábado,07:00,12:00,08:00,17:00,bus,R4,1,0.0
1,2025-01-04,06:00,4,25,1055,0,Sábado,07:00,12:00,08:00,17:00,carro,R1,1,1.0
1,2025-01-04,06:00,4,25,1055,0,Sábado,07:00,12:00,08:00,17:00,carro,R4,3,1.0
2,2025-01-04,06:00,4,26,1137,0,Sábado,07:00,12:00,08:00,17:00,bus,R1,2,0.0
3,2025-01-04,06:00,3,43,768,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,3,1.0
3,2025-01-04,06:00,3,43,768,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,2,1.0
4,2025-01-04,06:00,4,33,1132,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,1,0.0
5,2025-01-04,06:00,4,31,1085,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,2,0.0
6,2025-01-04,06:00,3,44,776,0,Sábado,07:00,12:00,08:00,17:00,carro,R2,3,0.0
7,2025-01-04,06:00,4,33,1062,0,Sábado,07:00,12:00,08:00,17:00,carro,R3,1,0.0
8,2025-01-04,06:00,5,16,1398,0,Sábado,07:00,12:00,08:00,17:00,bus,R3,2,0.0
9,2025-01-04,06:00,4,29,1152,0,Sábado,07:00,12:00,08:00,17:00,bus,R3,3,1.0
10,2025-01-04,06:00,4,33,1087,0,Sábado,07:00,12:00,08:00,17:00,bus,R4,1,0.0
1,2025-01-04,07:00,2,51,584,0,Sábado,07:00,12:00,08:00,17:00,bus,R1,1,1.0
1,2025-01-04,07:00,2,51,584,0,Sábado,07:00,12:00,08:00,17:00,bus,R4,3,1.0
2,2025-01-04,07:00,3,42,874,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,2,0.0
3,2025-01-04,07:00,3,41,816,0,Sábado,07:00,12:00,08:00,17:00,carro,R1,3,1.0
3,2025-01-04,07:00,3,41,816,0,Sábado,07:00,12:00,08:00,17:00,carro,R4,2,1.0
4,2025-01-04,07:00,3,44,891,0,Sábado,07:00,12:00,08:00,17:00,bus,R2,1,0.0
5,2025-01-04,07:00,4,26,1086,0,Sábado,07:00,12:00,08:00,17:00,carro,R2,2,0.0
6,2025-01-04,07:00,4,30,1053,0,Sábado,07:00,12:00,08:00,17:00,bus,R2,3,0.0
7,2025-01-04,07:00,4,31,1082,0,Sábado,07:00,12:00,08:00,17:00,moto,R3,1,0.0
8,2025-01-04,07:00,2,45,553,0,Sábado,07:00,12:00,08:00,17:00,moto,R3,2,0.0
9,2025-01-04,07:00,3,35,855,0,Sábado,07:00,12:00,08:00,17:00,moto,R3,3,1.0
10,2025-01-04,07:00,4,27,1012,0,Sábado,07:00,12:00,08:00,17:00,bus,R4,1,0.0
1,2025-01-04,08:00,3,35,782,0,Sábado,07:00,12:00,08:00,17:00,carro,R1,1,1.0
1,2025-01-04,08:00,3,35,782,0,Sábado,07:00,12:00,08:00,17:00,carro,R4,3,1.0
2,2025-01-04,08:00,5,21,1408,0,Sábado,07:00,12:00,08:00,17:00,bus,R1,2,0.0
3,2025-01-04,08:00,3,36,838,0,Sábado,07:00,12:00,08:00,17:00,carro,R1,3,1.0
3,2025-01-04,08:00,3,36,838,0,Sábado,07:00,12:00,08:00,17:00,carro,R4,2,1.0
4,2025-01-04,08:00,4,33,1233,0,Sábado,07:00,12:00,08:00,17:00,bus,R2,1,0.0
5,2025-01-04,08:00,3,37,895,0,Sábado,07:00,12:00,08:00,17:00,bus,R2,2,0.0
6,2025-01-04,08:00,3,35,816,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,3,0.0
7,2025-01-04,08:00,3,40,848,1,Sábado,07:00,12:00,08:00,17:00,bus,R3,1,0.0
8,2025-01-04,08:00,3,41,834,0,Sábado,07:00,12:00,08:00,17:00,carro,R3,2,0.0
9,2025-01-04,08:00,4,29,1146,0,Sábado,07:00,12:00,08:00,17:00,bus,R3,3,1.0
10,2025-01-04,08:00,3,35,858,0,Sábado,07:00,12:00,08:00,17:00,bus,R4,1,0.0
1,2025-01-04,09:00,1,58,217,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-04,09:00,1,58,217,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,3,1.0
2,2025-01-04,09:00,1,61,309,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,2,0.0
3,2025-01-04,09:00,1,57,231,0,Sábado,07:00,12:00,08:00,17:00,carro,R1,3,1.0
3,2025-01-04,09:00,1,57,231,0,Sábado,07:00,12:00,08:00,17:00,carro,R4,2,1.0
4,2025-01-04,09:00,1,56,303,0,Sábado,07:00,12:00,08:00,17:00,carro,R2,1,0.0
5,2025-01-04,09:00,1,55,228,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,2,0.0
6,2025-01-04,09:00,1,59,278,0,Sábado,07:00,12:00,08:00,17:00,bus,R2,3,0.0
7,2025-01-04,09:00,1,61,256,0,Sábado,07:00,12:00,08:00,17:00,moto,R3,1,0.0
8,2025-01-04,09:00,1,61,211,0,Sábado,07:00,12:00,08:00,17:00,carro,R3,2,0.0
9,2025-01-04,09:00,1,62,217,0,Sábado,07:00,12:00,08:00,17:00,bus,R3,3,1.0
10,2025-01-04,09:00,1,60,264,0,Sábado,07:00,12:00,08:00,17:00,carro,R4,1,0.0
1,2025-01-04,10:00,1,57,141,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-04,10:00,1,57,141,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,3,1.0
2,2025-01-04,10:00,1,63,221,0,Sábado,07:00,12:00,08:00,17:00,bus,R1,2,0.0
3,2025-01-04,10:00,1,64,249,0,Sábado,07:00,12:00,08:00,17:00,carro,R1,3,1.0
3,2025-01-04,10:00,1,64,249,0,Sábado,07:00,12:00,08:00,17:00,carro,R4,2,1.0
4,2025-01-04,10:00,1,64,270,0,Sábado,07:00,12:00,08:00,17:00,carro,R2,1,0.0
5,2025-01-04,10:00,1,57,297,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,2,0.0
6,2025-01-04,10:00,1,57,287,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,3,0.0
7,2025-01-04,10:00,1,61,275,0,Sábado,07:00,12:00,08:00,17:00,carro,R3,1,0.0
8,2025-01-04,10:00,1,62,277,1,Sábado,07:00,12:00,08:00,17:00,bus,R3,2,0.0
9,2025-01-04,10:00,2,50,509,0,Sábado,07:00,12:00,08:00,17:00,moto,R3,3,1.0
10,2025-01-04,10:00,1,55,271,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,1,0.0
1,2025-01-04,11:00,1,58,382,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-04,11:00,1,58,382,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,3,1.0
2,2025-01-04,11:00,1,58,236,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,2,0.0
3,2025-01-04,11:00,1,64,271,0,Sábado,07:00,12:00,08:00,17:00,carro,R1,3,1.0
3,2025-01-04,11:00,1,64,271,0,Sábado,07:00,12:00,08:00,17:00,carro,R4,2,1.0
4,2025-01-04,11:00,1,59,323,0,Sábado,07:00,12:00,08:00,17:00,carro,R2,1,0.0
5,2025-01-04,11:00,1,63,262,0,Sábado,07:00,12:00,08:00,17:00,bus,R2,2,0.0
6,2025-01-04,11:00,1,61,226,0,Sábado,07:00,12:00,08:00,17:00,bus,R2,3,0.0
7,2025-01-04,11:00,1,55,310,0,Sábado,07:00,12:00,08:00,17:00,moto,R3,1,0.0
8,2025-01-04,11:00,1,60,259,0,Sábado,07:00,12:00,08:00,17:00,bus,R3,2,0.0
9,2025-01-04,11:00,1,64,265,0,Sábado,07:00,12:00,08:00,17:00,carro,R3,3,1.0
10,2025-01-04,11:00,1,55,309,0,Sábado,07:00,12:00,08:00,17:00,carro,R4,1,0.0
1,2025-01-04,12:00,2,52,544,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-04,12:00,2,52,544,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,3,1.0
2,2025-01-04,12:00,3,42,859,0,Sábado,07:00,12:00,08:00,17:00,carro,R1,2,0.0
3,2025-01-04,12:00,1,56,224,0,Sábado,07:00,12:00,08:00,17:00,carro,R1,3,1.0
3,2025-01-04,12:00,1,56,224,0,Sábado,07:00,12:00,08:00,17:00,carro,R4,2,1.0
4,2025-01-04,12:00,3,37,881,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,1,0.0
5,2025-01-04,12:00,3,43,821,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,2,0.0
6,2025-01-04,12:00,3,40,788,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,3,0.0
7,2025-01-04,12:00,2,45,553,0,Sábado,07:00,12:00,08:00,17:00,carro,R3,1,0.0
8,2025-01-04,12:00,4,26,1099,0,Sábado,07:00,12:00,08:00,17:00,carro,R3,2,0.0
9,2025-01-04,12:00,1,63,333,0,Sábado,07:00,12:00,08:00,17:00,bus,R3,3,1.0
10,2025-01-04,12:00,2,48,558,0,Sábado,07:00,12:00,08:00,17:00,bus,R4,1,0.0
1,2025-01-04,13:00,5,19,1488,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-04,13:00,5,19,1488,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,3,1.0
2,2025-01-04,13:00,1,60,328,0,Sábado,07:00,12:00,08:00,17:00,carro,R1,2,0.0
3,2025-01-04,13:00,2,52,478,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,3,1.0
3,2025-01-04,13:00,2,52,478,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,2,1.0
4,2025-01-04,13:00,1,59,316,0,Sábado,07:00,12:00,08:00,17:00,bus,R2,1,0.0
5,2025-01-04,13:00,3,44,909,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,2,0.0
6,2025-01-04,13:00,1,61,287,0,Sábado,07:00,12:00,08:00,17:00,carro,R2,3,0.0
7,2025-01-04,13:00,3,35,825,0,Sábado,07:00,12:00,08:00,17:00,moto,R3,1,0.0
8,2025-01-04,13:00,3,42,816,0,Sábado,07:00,12:00,08:00,17:00,moto,R3,2,0.0
9,2025-01-04,13:00,3,41,840,0,Sábado,07:00,12:00,08:00,17:00,carro,R3,3,1.0
10,2025-01-04,13:00,2,51,582,0,Sábado,07:00,12:00,08:00,17:00,bus,R4,1,0.0
1,2025-01-04,14:00,1,63,309,0,Sábado,07:00,12:00,08:00,17:00,carro,R1,1,1.0
1,2025-01-04,14:00,1,63,309,0,Sábado,07:00,12:00,08:00,17:00,carro,R4,3,1.0
2,2025-01-04,14:00,1,57,274,0,Sábado,07:00,12:00,08:00,17:00,bus,R1,2,0.0
3,2025-01-04,14:00,1,62,273,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,3,1.0
3,2025-01-04,14:00,1,62,273,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,2,1.0
4,2025-01-04,14:00,1,58,268,0,Sábado,07:00,12:00,08:00,17:00,carro,R2,1,0.0
5,2025-01-04,14:00,1,63,271,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,2,0.0
6,2025-01-04,14:00,1,62,350,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,3,0.0
7,2025-01-04,14:00,1,55,320,0,Sábado,07:00,12:00,08:00,17:00,bus,R3,1,0.0
8,2025-01-04,14:00,1,60,212,0,Sábado,07:00,12:00,08:00,17:00,moto,R3,2,0.0
9,2025-01-04,14:00,1,60,303,0,Sábado,07:00,12:00,08:00,17:00,bus,R3,3,1.0
10,2025-01-04,14:00,1,63,214,0,Sábado,07:00,12:00,08:00,17:00,bus,R4,1,0.0
1,2025-01-04,15:00,1,56,243,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-04,15:00,1,56,243,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,3,1.0
2,2025-01-04,15:00,1,62,308,0,Sábado,07:00,12:00,08:00,17:00,bus,R1,2,0.0
3,2025-01-04,15:00,1,56,203,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,3,1.0
3,2025-01-04,15:00,1,56,203,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,2,1.0
4,2025-01-04,15:00,1,59,298,0,Sábado,07:00,12:00,08:00,17:00,bus,R2,1,0.0
5,2025-01-04,15:00,1,59,205,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,2,0.0
6,2025-01-04,15:00,1,62,320,0,Sábado,07:00,12:00,08:00,17:00,bus,R2,3,0.0
7,2025-01-04,15:00,1,58,243,0,Sábado,07:00,12:00,08:00,17:00,carro,R3,1,0.0
8,2025-01-04,15:00,1,58,312,0,Sábado,07:00,12:00,08:00,17:00,carro,R3,2,0.0
9,2025-01-04,15:00,1,62,302,0,Sábado,07:00,12:00,08:00,17:00,bus,R3,3,1.0
10,2025-01-04,15:00,1,55,211,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,1,0.0
1,2025-01-04,16:00,4,28,1092,0,Sábado,07:00,12:00,08:00,17:00,carro,R1,1,1.0
1,2025-01-04,16:00,4,28,1092,0,Sábado,07:00,12:00,08:00,17:00,carro,R4,3,1.0
2,2025-01-04,16:00,5,21,1421,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,2,0.0
3,2025-01-04,16:00,5,17,1455,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,3,1.0
3,2025-01-04,16:00,5,17,1455,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,2,1.0
4,2025-01-04,16:00,5,24,1410,0,Sábado,07:00,12:00,08:00,17:00,moto,R2,1,0.0
5,2025-01-04,16:00,4,26,1116,0,Sábado,07:00,12:00,08:00,17:00,carro,R2,2,0.0
6,2025-01-04,16:00,5,17,1332,0,Sábado,07:00,12:00,08:00,17:00,bus,R2,3,0.0
7,2025-01-04,16:00,5,21,1417,0,Sábado,07:00,12:00,08:00,17:00,moto,R3,1,0.0
8,2025-01-04,16:00,5,22,1449,0,Sábado,07:00,12:00,08:00,17:00,carro,R3,2,0.0
9,2025-01-04,16:00,5,20,1339,0,Sábado,07:00,12:00,08:00,17:00,carro,R3,3,1.0
10,2025-01-04,16:00,5,16,1458,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,1,0.0
1,2025-01-04,17:00,4,30,1058,0,Sábado,07:00,12:00,08:00,17:00,moto,R1,1,1.0
1,2025-01-04,17:00,4,30,1058,0,Sábado,07:00,12:00,08:00,17:00,moto,R4,3,1.0
